peakID	Freq	FreqUnique	peakLEN	peakANNO	chr	start	end	MutSamples	MutSamplesunique	peakMUTr	pbin	pbin.adj	neglog10qval
chr6:7725993-7726780	1	1	787	BMP6	chr6	7725993	7726780	CPCG0365-F1	CPCG0365-F1	0.00127064803049555	0.000262599004210783	0.0169734825466123	1.77022904185398
chr6:79880568-79880982	1	1	414	DistalRE	chr6	79880568	79880982	CPCG0201-F1	CPCG0201-F1	0.00241545893719807	0.00031464354305283	0.0169734825466123	1.77022904185398
chr6:9398156-9398718	1	1	562	DistalRE	chr6	9398156	9398718	CPCG0387-F1	CPCG0387-F1	0.00177935943060498	0.00027086552808574	0.0169734825466123	1.77022904185398
chr6:95651306-95651738	1	1	432	DistalRE	chr6	95651306	95651738	CPCG0387-F1	CPCG0387-F1	0.00231481481481481	0.000208216324441977	0.0169734825466123	1.77022904185398
chr6:99757878-99758348	1	1	470	DistalRE	chr6	99757878	99758348	CPCG0263-F1	CPCG0263-F1	0.00212765957446809	0.000270087083461804	0.0169734825466123	1.77022904185398
chr7:100926297-100926624	1	1	327	DistalRE	chr7	100926297	100926624	CPCG0336-F1	CPCG0336-F1	0.00305810397553517	9.6995040904172e-05	0.0169734825466123	1.77022904185398
chr7:101586206-101586354	1	1	148	DistalRE	chr7	101586206	101586354	CPCG0003-F1	CPCG0003-F1	0.00675675675675676	0.000134440955807287	0.0169734825466123	1.77022904185398
chr7:101652195-101652644	1	1	449	DistalRE	chr7	101652195	101652644	CPCG0073-F1	CPCG0073-F1	0.0022271714922049	0.000307952779449297	0.0169734825466123	1.77022904185398
chr7:1021921-1022255	1	1	334	DistalRE	chr7	1021921	1022255	CPCG0248-F1	CPCG0248-F1	0.0029940119760479	0.000247659863269239	0.0169734825466123	1.77022904185398
chr7:102756931-102757296	1	1	365	DistalRE	chr7	102756931	102757296	CPCG0001-F1	CPCG0001-F1	0.00273972602739726	0.000284173386637975	0.0169734825466123	1.77022904185398
chr7:103567594-103567867	1	1	273	DistalRE	chr7	103567594	103567867	Baca_04-1243_T_wgs	Baca_04-1243_T_wgs	0.00366300366300366	0.000258095107254214	0.0169734825466123	1.77022904185398
chr7:105348439-105348698	1	1	259	DistalRE	chr7	105348439	105348698	CPCG0199-F1	CPCG0199-F1	0.00386100386100386	8.64283788879585e-05	0.0169734825466123	1.77022904185398
chr7:106182926-106183291	1	1	365	DistalRE	chr7	106182926	106183291	Baca_07-144_T_wgs	Baca_07-144_T_wgs	0.00273972602739726	0.000290938438005845	0.0169734825466123	1.77022904185398
chr7:107028044-107028451	1	1	407	DistalRE	chr7	107028044	107028451	CPCG0117-F1	CPCG0117-F1	0.00245700245700246	0.000279150527129913	0.0169734825466123	1.77022904185398
chr7:107453291-107453603	1	1	312	DistalRE	chr7	107453291	107453603	CPCG0251-F1	CPCG0251-F1	0.00320512820512821	5.78422086263181e-05	0.0169734825466123	1.77022904185398
chr7:113724538-113724707	1	1	169	DistalRE	chr7	113724538	113724707	CPCG0003-F1	CPCG0003-F1	0.00591715976331361	0.000153515573066463	0.0169734825466123	1.77022904185398
chr7:117099204-117099339	1	1	135	ST7	chr7	117099204	117099339	CPCG0346-F1	CPCG0346-F1	0.00740740740740741	4.75532182065285e-05	0.0169734825466123	1.77022904185398
chr7:118215412-118215943	1	1	531	DistalRE	chr7	118215412	118215943	CPCG0366-F1	CPCG0366-F1	0.00188323917137476	0.000167343929982801	0.0169734825466123	1.77022904185398
chr7:119112544-119112841	1	1	297	DistalRE	chr7	119112544	119112841	CPCG0249-F1	CPCG0249-F1	0.00336700336700337	0.000308304979697123	0.0169734825466123	1.77022904185398
chr7:127293013-127293341	1	1	328	DistalRE	chr7	127293013	127293341	CPCG0001-F1	CPCG0001-F1	0.00304878048780488	0.000255370447872524	0.0169734825466123	1.77022904185398
chr7:12753281-12753578	1	1	297	DistalRE	chr7	12753281	12753578	CPCG0355-F1	CPCG0355-F1	0.00336700336700337	6.60733291355269e-05	0.0169734825466123	1.77022904185398
chr7:127548684-127549234	1	1	550	DistalRE	chr7	127548684	127549234	Baca_08-501_T_wgs	Baca_08-501_T_wgs	0.00181818181818182	0.000254888498201838	0.0169734825466123	1.77022904185398
chr7:128096257-128096404	1	1	147	DistalRE	chr7	128096257	128096404	CPCG0269-F1	CPCG0269-F1	0.00680272108843537	0.000100832400206776	0.0169734825466123	1.77022904185398
chr7:12900668-12900985	1	1	317	DistalRE	chr7	12900668	12900985	CPCG0241-F1	CPCG0241-F1	0.00315457413249211	0.000199801028801816	0.0169734825466123	1.77022904185398
chr7:129470473-129470749	1	1	276	DistalRE	chr7	129470473	129470749	CPCG0078-F1	CPCG0078-F1	0.0036231884057971	0.000173961503237482	0.0169734825466123	1.77022904185398
chr7:130792819-130793049	1	1	230	DistalRE	chr7	130792819	130793049	CPCG0098-F1	CPCG0098-F1	0.00434782608695652	0.000234499874598651	0.0169734825466123	1.77022904185398
chr7:131827333-131827774	1	1	441	DistalRE	chr7	131827333	131827774	Weischenfeldt_01_T_wgs	Weischenfeldt_01_T_wgs	0.00226757369614512	0.000310640208848193	0.0169734825466123	1.77022904185398
chr7:132156304-132156848	1	1	544	DistalRE	chr7	132156304	132156848	TCGA_7169_T1_wgs	TCGA_7169_T1_wgs	0.00183823529411765	0.000272274165799098	0.0169734825466123	1.77022904185398
chr7:134644065-134645066	1	1	1001	BPGM	chr7	134644065	134645066	CPCG0336-F1	CPCG0336-F1	0.000999000999000999	0.000296887861886155	0.0169734825466123	1.77022904185398
chr7:137266303-137266772	1	1	469	DistalRE	chr7	137266303	137266772	Baca_04-1084_T_wgs	Baca_04-1084_T_wgs	0.00213219616204691	0.000269512507537837	0.0169734825466123	1.77022904185398
chr7:137982246-137982553	1	1	307	DistalRE	chr7	137982246	137982553	Weischenfeldt_01_T_wgs	Weischenfeldt_01_T_wgs	0.00325732899022801	0.000216260874209441	0.0169734825466123	1.77022904185398
chr7:138574256-138574683	1	1	427	DistalRE	chr7	138574256	138574683	CPCG0269-F1	CPCG0269-F1	0.00234192037470726	0.000292865988868721	0.0169734825466123	1.77022904185398
chr7:13887207-13887912	1	1	705	DistalRE	chr7	13887207	13887912	CPCG0356-F1	CPCG0356-F1	0.00141843971631206	0.000274442703482589	0.0169734825466123	1.77022904185398
chr7:139457813-139458040	1	1	227	DistalRE	chr7	139457813	139458040	CPCG0081-F1	CPCG0081-F1	0.00440528634361234	0.000159910755146143	0.0169734825466123	1.77022904185398
chr7:140045316-140045529	1	1	213	DistalRE	chr7	140045316	140045529	CPCG0006-F1	CPCG0006-F1	0.00469483568075117	9.47704964497179e-05	0.0169734825466123	1.77022904185398
chr7:140096056-140096663	1	1	607	Y_RNA	chr7	140096056	140096663	Weischenfeldt_06_T_wgs	Weischenfeldt_06_T_wgs	0.00164744645799012	0.000213795585282716	0.0169734825466123	1.77022904185398
chr7:142772801-142773091	1	1	290	DistalRE	chr7	142772801	142773091	Baca_STID0000002872_T_wgs	Baca_STID0000002872_T_wgs	0.00344827586206897	0.000145155381861514	0.0169734825466123	1.77022904185398
chr7:143031364-143031660	1	1	296	DistalRE	chr7	143031364	143031660	CPCG0050-F1	CPCG0050-F1	0.00337837837837838	0.000268863837243977	0.0169734825466123	1.77022904185398
chr7:146398232-146398569	1	1	337	DistalRE	chr7	146398232	146398569	Baca_05-3595_T_wgs	Baca_05-3595_T_wgs	0.0029673590504451	0.000281115206742636	0.0169734825466123	1.77022904185398
chr7:148851045-148851429	1	1	384	DistalRE	chr7	148851045	148851429	Baca_08-501_T_wgs	Baca_08-501_T_wgs	0.00260416666666667	0.000177965361038201	0.0169734825466123	1.77022904185398
chr7:151216953-151217531	1	1	578	DistalRE	chr7	151216953	151217531	CPCG0413-F1	CPCG0413-F1	0.00173010380622837	0.000182154567138404	0.0169734825466123	1.77022904185398
chr7:152033900-152034118	1	1	218	DistalRE	chr7	152033900	152034118	CPCG0040-F1	CPCG0040-F1	0.00458715596330275	0.000173776152871417	0.0169734825466123	1.77022904185398
chr7:153428668-153428850	1	1	182	DistalRE	chr7	153428668	153428850	CPCG0003-F1	CPCG0003-F1	0.00549450549450549	0.000165323487107012	0.0169734825466123	1.77022904185398
chr7:155857658-155858255	1	1	597	DistalRE	chr7	155857658	155858255	CPCG0212-F1	CPCG0212-F1	0.0016750418760469	0.000254536328751128	0.0169734825466123	1.77022904185398
chr7:156268456-156268604	1	1	148	DistalRE	chr7	156268456	156268604	CPCG0413-F1	CPCG0413-F1	0.00675675675675676	4.66448144772272e-05	0.0169734825466123	1.77022904185398
chr7:156456242-156456645	1	1	403	DistalRE	chr7	156456242	156456645	CPCG0123-F1	CPCG0123-F1	0.00248138957816377	0.00021665010578228	0.0169734825466123	1.77022904185398
chr7:157129403-157129856	1	1	453	DistalRE	chr7	157129403	157129856	Baca_07-5021_T_wgs	Baca_07-5021_T_wgs	0.0022075055187638	0.000109174369509218	0.0169734825466123	1.77022904185398
chr7:157469574-157470017	1	1	443	DistalRE	chr7	157469574	157470017	Baca_08-5852_T_wgs	Baca_08-5852_T_wgs	0.00225733634311512	0.000123188761232467	0.0169734825466123	1.77022904185398
chr7:157821060-157821460	1	1	400	DistalRE	chr7	157821060	157821460	CPCG0372-F1	CPCG0372-F1	0.0025	0.00019279437987666	0.0169734825466123	1.77022904185398
chr7:158488840-158489192	1	1	352	DistalRE	chr7	158488840	158489192	CPCG0211-F1	CPCG0211-F1	0.00284090909090909	0.000313197919878362	0.0169734825466123	1.77022904185398
chr7:16207200-16207686	1	1	486	DistalRE	chr7	16207200	16207686	Weischenfeldt_010_T_wgs	Weischenfeldt_010_T_wgs	0.00205761316872428	0.000198206909012237	0.0169734825466123	1.77022904185398
chr7:20172629-20172981	1	1	352	DistalRE	chr7	20172629	20172981	CPCG0331-F1	CPCG0331-F1	0.00284090909090909	0.000300149959651987	0.0169734825466123	1.77022904185398
chr7:20379756-20379970	1	1	214	DistalRE	chr7	20379756	20379970	CPCG0050-F1	CPCG0050-F1	0.00467289719626168	0.000194388527572765	0.0169734825466123	1.77022904185398
chr7:21490617-21490958	1	1	341	DistalRE	chr7	21490617	21490958	Weischenfeldt_06_T_wgs	Weischenfeldt_06_T_wgs	0.00293255131964809	0.00012011154879885	0.0169734825466123	1.77022904185398
chr7:21984215-21984629	1	1	414	DistalRE	chr7	21984215	21984629	CPCG0206-F1	CPCG0206-F1	0.00241545893719807	0.000199541509894887	0.0169734825466123	1.77022904185398
chr7:22861414-22861597	1	1	183	DistalRE	chr7	22861414	22861597	CPCG0358-F1	CPCG0358-F1	0.00546448087431694	4.41049882558994e-05	0.0169734825466123	1.77022904185398
chr7:23570084-23570229	1	1	145	DistalRE	chr7	23570084	23570229	CPCG0248-F1	CPCG0248-F1	0.00689655172413793	0.000107524541353362	0.0169734825466123	1.77022904185398
chr7:23978568-23979002	1	1	434	DistalRE	chr7	23978568	23979002	CPCG0410-F1	CPCG0410-F1	0.00230414746543779	0.000257446339238053	0.0169734825466123	1.77022904185398
chr7:24870242-24870613	1	1	371	DistalRE	chr7	24870242	24870613	CPCG0369-F1	CPCG0369-F1	0.00269541778975741	0.000220079209089539	0.0169734825466123	1.77022904185398
chr7:25391405-25391714	1	1	309	DistalRE	chr7	25391405	25391714	Baca_STID0000002682_T_wgs	Baca_STID0000002682_T_wgs	0.00323624595469256	0.000240579427107261	0.0169734825466123	1.77022904185398
chr7:2559220-2559499	1	1	279	IQCE	chr7	2559220	2559499	CPCG0191-F1	CPCG0191-F1	0.003584229390681	0.000134478001576574	0.0169734825466123	1.77022904185398
chr7:26118263-26118850	1	1	587	DistalRE	chr7	26118263	26118850	CPCG0237-F1	CPCG0237-F1	0.00170357751277683	0.000141466490234403	0.0169734825466123	1.77022904185398
chr7:26480299-26480538	1	1	239	DistalRE	chr7	26480299	26480538	CPCG0083-F1	CPCG0083-F1	0.00418410041841004	0.000172793712036738	0.0169734825466123	1.77022904185398
chr7:27176019-27176307	1	1	288	HOXA10,HOXA9	chr7	27176019	27176307	CPCG0199-F1	CPCG0199-F1	0.00347222222222222	9.61052226868655e-05	0.0169734825466123	1.77022904185398
chr7:2756900-2757452	1	1	552	DistalRE	chr7	2756900	2757452	CPCG0121-F1	CPCG0121-F1	0.00181159420289855	0.000225120866654293	0.0169734825466123	1.77022904185398
chr7:27956029-27956426	1	1	397	DistalRE	chr7	27956029	27956426	Baca_08-1541_T_wgs	Baca_08-1541_T_wgs	0.00251889168765743	0.000309083367189113	0.0169734825466123	1.77022904185398
chr7:29924187-29924718	1	1	531	DistalRE	chr7	29924187	29924718	CPCG0260-F1	CPCG0260-F1	0.00188323917137476	0.000255926459063237	0.0169734825466123	1.77022904185398
chr7:34170174-34170642	1	1	468	DistalRE	chr7	34170174	34170642	Baca_07-5037_T_wgs	Baca_07-5037_T_wgs	0.00213675213675214	0.000303634342281471	0.0169734825466123	1.77022904185398
chr7:3489140-3489565	1	1	425	DistalRE	chr7	3489140	3489565	CPCG0380-F1	CPCG0380-F1	0.00235294117647059	0.000259985624713324	0.0169734825466123	1.77022904185398
chr7:37071487-37071944	1	1	457	DistalRE	chr7	37071487	37071944	CPCG0263-F1	CPCG0263-F1	0.00218818380743982	0.000262617570692495	0.0169734825466123	1.77022904185398
chr7:37624062-37624395	1	1	333	DistalRE	chr7	37624062	37624395	Weischenfeldt_04_T_wgs	Weischenfeldt_04_T_wgs	0.003003003003003	0.000148158370052146	0.0169734825466123	1.77022904185398
chr7:381709-382694	1	1	985	DistalRE	chr7	381709	382694	CPCG0360-F1	CPCG0360-F1	0.00101522842639594	0.000310399207037702	0.0169734825466123	1.77022904185398
chr7:39722968-39723200	1	1	232	DistalRE	chr7	39722968	39723200	CPCG0213-F1	CPCG0213-F1	0.00431034482758621	0.000150531113621045	0.0169734825466123	1.77022904185398
chr7:39933184-39933375	1	1	191	DistalRE	chr7	39933184	39933375	Weischenfeldt_01_T_wgs	Weischenfeldt_01_T_wgs	0.00523560209424084	0.000134552165400937	0.0169734825466123	1.77022904185398
chr7:40369227-40369518	1	1	291	DistalRE	chr7	40369227	40369518	Baca_06-1749_T_wgs	Baca_06-1749_T_wgs	0.00343642611683849	0.000285897117465113	0.0169734825466123	1.77022904185398
chr7:4191641-4192280	1	1	639	DistalRE	chr7	4191641	4192280	CPCG0122-F1	CPCG0122-F1	0.00156494522691706	7.10787025216101e-05	0.0169734825466123	1.77022904185398
chr7:42191949-42192650	1	1	701	DistalRE	chr7	42191949	42192650	Baca_07-5021_T_wgs	Baca_07-5021_T_wgs	0.0014265335235378	0.00016893807041995	0.0169734825466123	1.77022904185398
chr7:42196104-42196407	1	1	303	DistalRE	chr7	42196104	42196407	TCGA_7744_T1_wgs	TCGA_7744_T1_wgs	0.0033003300330033	0.000219059763176689	0.0169734825466123	1.77022904185398
chr7:42274432-42274729	1	1	297	DistalRE	chr7	42274432	42274729	Baca_08-4154_T_wgs	Baca_08-4154_T_wgs	0.00336700336700337	0.000269772038487271	0.0169734825466123	1.77022904185398
chr7:42891652-42891940	1	1	288	DistalRE	chr7	42891652	42891940	CPCG0183-F1	CPCG0183-F1	0.00347222222222222	0.000197539639066669	0.0169734825466123	1.77022904185398
chr7:43147955-43148360	1	1	405	DistalRE	chr7	43147955	43148360	CPCG0392-F1	CPCG0392-F1	0.00246913580246914	0.000262765859146474	0.0169734825466123	1.77022904185398
chr7:44331060-44331395	1	1	335	DistalRE	chr7	44331060	44331395	Baca_STID0000002621_T_wgs	Baca_STID0000002621_T_wgs	0.00298507462686567	0.000136628311160885	0.0169734825466123	1.77022904185398
chr7:48212946-48213411	1	1	465	DistalRE	chr7	48212946	48213411	CPCG0184-F1	CPCG0184-F1	0.0021505376344086	0.000267214200539699	0.0169734825466123	1.77022904185398
chr7:50595131-50595535	1	1	404	GRB10	chr7	50595131	50595535	Baca_05-1657_T_wgs	Baca_05-1657_T_wgs	0.00247524752475248	0.000224676030398862	0.0169734825466123	1.77022904185398
chr7:50775551-50775671	1	1	120	DistalRE	chr7	50775551	50775671	CPCG0094-F1	CPCG0094-F1	0.00833333333333333	7.34145549494541e-05	0.0169734825466123	1.77022904185398
chr7:51328950-51329253	1	1	303	DistalRE	chr7	51328950	51329253	CPCG0098-F1	CPCG0098-F1	0.0033003300330033	0.000308916598569138	0.0169734825466123	1.77022904185398
chr7:65372427-65372973	1	1	546	ZNF92	chr7	65372427	65372973	Baca_08-5852_T_wgs	Baca_08-5852_T_wgs	0.00183150183150183	0.000151828668970908	0.0169734825466123	1.77022904185398
chr7:70716785-70717004	1	1	219	DistalRE	chr7	70716785	70717004	CPCG0324-F1	CPCG0324-F1	0.0045662100456621	0.000129917843465803	0.0169734825466123	1.77022904185398
chr7:72078053-72078426	1	1	373	DistalRE	chr7	72078053	72078426	CPCG0331-F1	CPCG0331-F1	0.00268096514745308	0.000318053785445094	0.0169734825466123	1.77022904185398
chr7:73256724-73257145	1	1	421	DistalRE	chr7	73256724	73257145	CPCG0199-F1	CPCG0199-F1	0.00237529691211401	0.000140484030842716	0.0169734825466123	1.77022904185398
chr7:73617647-73617795	1	1	148	MLXIPL	chr7	73617647	73617795	CPCG0189-F1	CPCG0189-F1	0.00675675675675676	9.3287467915993e-05	0.0169734825466123	1.77022904185398
chr7:75347673-75348204	1	1	531	DistalRE	chr7	75347673	75348204	CPCG0375-F1	CPCG0375-F1	0.00188323917137476	0.000246084342679248	0.0169734825466123	1.77022904185398
chr7:75681149-75681457	1	1	308	DistalRE	chr7	75681149	75681457	CPCG0154-F1	CPCG0154-F1	0.00324675324675325	0.000142745564048102	0.0169734825466123	1.77022904185398
chr7:7813206-7813466	1	1	260	DistalRE	chr7	7813206	7813466	CPCG0206-F1	CPCG0206-F1	0.00384615384615385	0.000125320575336979	0.0169734825466123	1.77022904185398
chr7:78338908-78339545	1	1	637	DistalRE	chr7	78338908	78339545	CPCG0372-F1	CPCG0372-F1	0.00156985871271586	0.000307007513655729	0.0169734825466123	1.77022904185398
chr7:8335294-8336082	1	1	788	DistalRE	chr7	8335294	8336082	Weischenfeldt_02_T_wgs	Weischenfeldt_02_T_wgs	0.00126903553299492	0.000204509125201016	0.0169734825466123	1.77022904185398
chr7:84001094-84001394	1	1	300	DistalRE	chr7	84001094	84001394	CPCG0414-F1	CPCG0414-F1	0.00333333333333333	0.000105670747334685	0.0169734825466123	1.77022904185398
chr7:86102232-86102458	1	1	226	DistalRE	chr7	86102232	86102458	CPCG0350-F1	CPCG0350-F1	0.00442477876106195	0.000238800074642672	0.0169734825466123	1.77022904185398
chr7:86611705-86611896	1	1	191	DistalRE	chr7	86611705	86611896	Weischenfeldt_01_T_wgs	Weischenfeldt_01_T_wgs	0.00523560209424084	0.000134552165400937	0.0169734825466123	1.77022904185398
chr7:88027849-88028104	1	1	255	DistalRE	chr7	88027849	88028104	CPCG0081-F1	CPCG0081-F1	0.00392156862745098	0.000179633658081725	0.0169734825466123	1.77022904185398
chr7:90355873-90356420	1	1	547	DistalRE	chr7	90355873	90356420	TCGA_7233_T1_wgs	TCGA_7233_T1_wgs	0.00182815356489945	0.000304190350448863	0.0169734825466123	1.77022904185398
chr7:918772-919040	1	1	268	DistalRE	chr7	918772	919040	CPCG0003-F1	CPCG0003-F1	0.00373134328358209	0.000243433867457854	0.0169734825466123	1.77022904185398
chr7:97363465-97363786	1	1	321	DistalRE	chr7	97363465	97363786	CPCG0158-F1	CPCG0158-F1	0.00311526479750779	0.000249921149891952	0.0169734825466123	1.77022904185398
chr7:98640692-98640960	1	1	268	DistalRE	chr7	98640692	98640960	CPCG0342-F1	CPCG0342-F1	0.00373134328358209	0.000134144332890853	0.0169734825466123	1.77022904185398
chr7:99071660-99071830	1	1	170	DistalRE	chr7	99071660	99071830	CPCG0242-F1	CPCG0242-F1	0.00588235294117647	0.000170180084785712	0.0169734825466123	1.77022904185398
chr7:99578134-99578488	1	1	354	DistalRE	chr7	99578134	99578488	CPCG0355-F1	CPCG0355-F1	0.00282485875706215	7.87535697318067e-05	0.0169734825466123	1.77022904185398
chr7:99844956-99845313	1	1	357	DistalRE	chr7	99844956	99845313	CPCG0206-F1	CPCG0206-F1	0.00280112044817927	0.000172070767265743	0.0169734825466123	1.77022904185398
chr8:10021629-10021992	1	1	363	DistalRE	chr8	10021629	10021992	CPCG0184-F1	CPCG0184-F1	0.00275482093663912	0.000208605586844123	0.0169734825466123	1.77022904185398
chr8:101248592-101248866	1	1	274	DistalRE	chr8	101248592	101248866	Berger_3043_T_wgs	Berger_3043_T_wgs	0.00364963503649635	0.00015746389149778	0.0169734825466123	1.77022904185398
chr8:101338959-101339238	1	1	279	DistalRE	chr8	101338959	101339238	CPCG0241-F1	CPCG0241-F1	0.003584229390681	0.000175852222874298	0.0169734825466123	1.77022904185398
chr8:101407709-101407932	1	1	223	DistalRE	chr8	101407709	101407932	CPCG0006-F1	CPCG0006-F1	0.00448430493273543	9.92195947949091e-05	0.0169734825466123	1.77022904185398
chr8:101762508-101762850	1	1	342	DistalRE	chr8	101762508	101762850	Baca_STID0000002872_T_wgs	Baca_STID0000002872_T_wgs	0.00292397660818713	0.000171181015581331	0.0169734825466123	1.77022904185398
chr8:102615746-102616740	1	1	994	DistalRE	chr8	102615746	102616740	CPCG0336-F1	CPCG0336-F1	0.00100603621730382	0.000294812029057391	0.0169734825466123	1.77022904185398
chr8:103042307-103042908	1	1	601	DistalRE	chr8	103042307	103042908	CPCG0409-F1	CPCG0409-F1	0.00166389351081531	0.000278520321767035	0.0169734825466123	1.77022904185398
chr8:103174599-103175362	1	1	763	BAALC-AS1	chr8	103174599	103175362	CPCG0414-F1	CPCG0414-F1	0.00131061598951507	0.000268734019418125	0.0169734825466123	1.77022904185398
chr8:103540608-103541177	1	1	569	DistalRE	chr8	103540608	103541177	CPCG0362-F1	CPCG0362-F1	0.00175746924428822	8.43891774754174e-05	0.0169734825466123	1.77022904185398
chr8:103741933-103742280	1	1	347	DistalRE	chr8	103741933	103742280	CPCG0208-F1	CPCG0208-F1	0.00288184438040346	0.000186547688383733	0.0169734825466123	1.77022904185398
chr8:105744097-105744553	1	1	456	DistalRE	chr8	105744097	105744553	CPCG0334-F1	CPCG0334-F1	0.00219298245614035	0.000304301571781866	0.0169734825466123	1.77022904185398
chr8:107180932-107181204	1	1	272	DistalRE	chr8	107180932	107181204	CPCG0232-F1	CPCG0232-F1	0.00367647058823529	0.000312604875287516	0.0169734825466123	1.77022904185398
chr8:108626798-108627097	1	1	299	DistalRE	chr8	108626798	108627097	CPCG0365-F1	CPCG0365-F1	0.00334448160535117	9.97757251469629e-05	0.0169734825466123	1.77022904185398
chr8:111663755-111664190	1	1	435	DistalRE	chr8	111663755	111664190	Weischenfeldt_01_T_wgs	Weischenfeldt_01_T_wgs	0.00229885057471264	0.000306414459030137	0.0169734825466123	1.77022904185398
chr8:11302839-11303081	1	1	242	DistalRE	chr8	11302839	11303081	CPCG0345-F1	CPCG0345-F1	0.00413223140495868	0.000103186689833948	0.0169734825466123	1.77022904185398
chr8:11307203-11307454	1	1	251	DistalRE	chr8	11307203	11307454	CPCG0201-F1	CPCG0201-F1	0.00398406374501992	0.000190773965750781	0.0169734825466123	1.77022904185398
chr8:119024668-119024922	1	1	254	DistalRE	chr8	119024668	119024922	Baca_03-3125_T_wgs	Baca_03-3125_T_wgs	0.00393700787401575	0.000216594532832859	0.0169734825466123	1.77022904185398
chr8:121096749-121097206	1	1	457	DistalRE	chr8	121096749	121097206	CPCG0344-F1	CPCG0344-F1	0.00218818380743982	5.93067579311401e-05	0.0169734825466123	1.77022904185398
chr8:123588020-123588360	1	1	340	RN7SKP155	chr8	123588020	123588360	CPCG0371-F1	CPCG0371-F1	0.00294117647058824	0.000226900305779327	0.0169734825466123	1.77022904185398
chr8:124540478-124540781	1	1	303	NDUFB9,TATDN1	chr8	124540478	124540781	Baca_04-1084_T_wgs	Baca_04-1084_T_wgs	0.0033003300330033	0.00017412832674254	0.0169734825466123	1.77022904185398
chr8:125793591-125794043	1	1	452	DistalRE	chr8	125793591	125794043	Baca_07-4610_T_wgs	Baca_07-4610_T_wgs	0.00221238938053097	0.000326764619431177	0.0169734825466123	1.77022904185398
chr8:126131246-126131669	1	1	423	DistalRE	chr8	126131246	126131669	CPCG0154-F1	CPCG0154-F1	0.00236406619385343	0.000196038196251523	0.0169734825466123	1.77022904185398
chr8:126134254-126134486	1	1	232	DistalRE	chr8	126134254	126134486	TCGA_6365_T1_wgs	TCGA_6365_T1_wgs	0.00431034482758621	0.000124727382310429	0.0169734825466123	1.77022904185398
chr8:128089393-128089696	1	1	303	DistalRE	chr8	128089393	128089696	Baca_STID0000003127_T_wgs	Baca_STID0000003127_T_wgs	0.0033003300330033	0.000129194877696646	0.0169734825466123	1.77022904185398
chr8:133915610-133916071	1	1	461	DistalRE	chr8	133915610	133916071	Baca_09-628_T_wgs	Baca_09-628_T_wgs	0.00216919739696312	0.000307637698532849	0.0169734825466123	1.77022904185398
chr8:134215228-134215414	1	1	186	DistalRE	chr8	134215228	134215414	CPCG0348-F1	CPCG0348-F1	0.00537634408602151	9.31020820555142e-05	0.0169734825466123	1.77022904185398
chr8:134286731-134287014	1	1	283	DistalRE	chr8	134286731	134287014	CPCG0357-F1	CPCG0357-F1	0.00353356890459364	0.000167881514705201	0.0169734825466123	1.77022904185398
chr8:134297943-134298140	1	1	197	DistalRE	chr8	134297943	134298140	Baca_07-4610_T_wgs	Baca_07-4610_T_wgs	0.0050761421319797	0.000142430452431844	0.0169734825466123	1.77022904185398
chr8:134638055-134638514	1	1	459	ZFAT	chr8	134638055	134638514	CPCG0183-F1	CPCG0183-F1	0.00217864923747277	0.000314810336265739	0.0169734825466123	1.77022904185398
chr8:135037512-135037912	1	1	400	DistalRE	chr8	135037512	135037912	CPCG0212-F1	CPCG0212-F1	0.0025	0.000170550766872678	0.0169734825466123	1.77022904185398
chr8:135739954-135740215	1	1	261	DistalRE	chr8	135739954	135740215	Baca_09-628_T_wgs	Baca_09-628_T_wgs	0.00383141762452107	0.00017418394425643	0.0169734825466123	1.77022904185398
chr8:136294663-136295110	1	1	447	DistalRE	chr8	136294663	136295110	Baca_08-492_T_wgs	Baca_08-492_T_wgs	0.00223713646532438	0.000314865940803815	0.0169734825466123	1.77022904185398
chr8:141470484-141470793	1	1	309	DistalRE	chr8	141470484	141470793	CPCG0050-F1	CPCG0050-F1	0.00323624595469256	0.000280670389053014	0.0169734825466123	1.77022904185398
chr8:141993727-141994005	1	1	278	DistalRE	chr8	141993727	141994005	Baca_05-3595_T_wgs	Baca_05-3595_T_wgs	0.00359712230215827	0.000231904898524389	0.0169734825466123	1.77022904185398
chr8:143695806-143695962	1	1	156	RP11-429J17.2	chr8	143695806	143695962	TCGA_5788_T1_wgs	TCGA_5788_T1_wgs	0.00641025641025641	0.000164841546385079	0.0169734825466123	1.77022904185398
chr8:143863914-143864242	1	1	328	DistalRE	chr8	143863914	143864242	CPCG0356-F1	CPCG0356-F1	0.00304878048780488	0.000127693351879398	0.0169734825466123	1.77022904185398
chr8:145515064-145515330	1	1	266	DistalRE	chr8	145515064	145515330	CPCG0233-F1	CPCG0233-F1	0.0037593984962406	0.000295850066662161	0.0169734825466123	1.77022904185398
chr8:145596263-145597070	1	1	807	DistalRE	chr8	145596263	145597070	TCGA_7791_T1_wgs	TCGA_7791_T1_wgs	0.00123915737298637	0.000104725310087432	0.0169734825466123	1.77022904185398
chr8:17355346-17356210	1	1	864	DistalRE	chr8	17355346	17356210	TCGA_7522_T1_wgs	TCGA_7522_T1_wgs	0.00115740740740741	0.000144154358368891	0.0169734825466123	1.77022904185398
chr8:1771295-1771573	1	1	278	CLN8	chr8	1771295	1771573	CPCG0348-F1	CPCG0348-F1	0.00359712230215827	0.000139149370182495	0.0169734825466123	1.77022904185398
