ensembl_gene_id	hgnc_symbol	chromosome_name	start_position	end_position	band
ENSG00000258623		14	68683411	68685565	q24.1
ENSG00000172661	WASHC2C	10	45727200	45792961	q11.22
ENSG00000282876		20	43590009	43590596	q13.12
ENSG00000242941	RPL12P7	14	68693090	68693583	q24.1
ENSG00000240210		14	68338728	68339528	q24.1
ENSG00000230891	LINC00692	3	25858533	25873700	p24.2
ENSG00000238195		22	27204211	27205126	q12.1
ENSG00000236015		7	39569376	39570198	p14.1
ENSG00000283567	C19orf85	19	55463002	55464707	q13.42
ENSG00000106540		7	39609717	39610280	p14.1
ENSG00000231951		7	39609610	39610290	p14.1
ENSG00000279063		19	55467438	55467934	q13.42
ENSG00000234152	ELOBP1	13	25365799	25366155	q12.13
ENSG00000185775	SPATA31A6	9	42183659	42189882	p11.2
ENSG00000281837		CHR_HSCHR17_1_CTG5	45371402	45372057	
ENSG00000271041		X	120947483	120947735	q24
ENSG00000225519		10	90994620	91006390	q23.31
ENSG00000273124		10	90997480	90997713	q23.31
ENSG00000197483	ZNF628	19	55476332	55484487	q13.42
ENSG00000230347	CT47A8	X	120948422	120951744	q24
ENSG00000269859		19	55475983	55476482	q13.42
ENSG00000231884	NDUFB1P1	3	48181547	48181726	p21.31
ENSG00000235627	SNRPFP4	3	48161176	48161417	p21.31
ENSG00000232563	CRB3P1	3	1394173	1394448	p26.3
ENSG00000164045	CDC25A	3	48157146	48188402	p21.31
ENSG00000270397		X	120952344	120952595	q24
ENSG00000197818	SLC9A8	20	49812713	49892242	q13.13
ENSG00000220585	DDX18P6	10	91053051	91055047	q23.31
ENSG00000224851	LINC00502	10	91047166	91062159	q23.31
ENSG00000255326		11	75583196	75594665	q13.5
ENSG00000166682	TMPRSS5	11	113687546	113706373	q23.2
ENSG00000260744		16	47196311	47202429	q12.1
ENSG00000262038		16	47529190	47529916	q12.1
ENSG00000228517	CT47A7	X	120953288	120956600	q24
ENSG00000171533	MAP6	11	75586918	75669120	q13.5
ENSG00000230885	MOG	CHR_HSCHR6_MHC_MANN_CTG1	29656505	29671893	
ENSG00000227629	SLC25A15P1	Y	26586642	26591601	q11.23
ENSG00000213903	LTB4R	14	24311450	24318036	q12
ENSG00000260012		16	47262741	47263500	q12.1
ENSG00000111057	KRT18	12	52948871	52952901	q13.13
ENSG00000261336	EIF4BP5	16	47565090	47566884	q12.1
ENSG00000129636	ITFG1	16	47154387	47464149	q12.1
ENSG00000231514	CCNQP2	Y	26626520	26627159	q12
ENSG00000237917	PARP4P1	Y	26594851	26634652	q12
ENSG00000261884		16	67929614	67936017	q22.1
ENSG00000274684	NMRAL1	CHR_HSCHR16_3_CTG1	4463639	4497722	
ENSG00000172508	CARNS1	11	67414968	67425607	q13.2
ENSG00000283235		5	176173345	176199295	q35.2
ENSG00000233091	RPL7P4	CHR_HSCHR6_MHC_DBB_CTG1	30687065	30687794	
ENSG00000229338		9	98890590	98891937	q22.33
ENSG00000159792	PSKH1	16	67893272	67929678	q22.1
ENSG00000196943	NOP9	14	24299862	24309124	q12
ENSG00000255434		11	75596144	75597270	q13.5
ENSG00000255280		11	75642600	75642889	q13.5
ENSG00000254630		11	75635883	75638587	q13.5
ENSG00000248469		5	176049678	176062021	q35.2
ENSG00000237788		20	49829125	49831085	q13.13
ENSG00000109270	LAMTOR3	4	99878336	99894490	q23
ENSG00000172315	TP53RK	20	46684365	46689779	q13.12
ENSG00000285128		19	44803701	44804010	q13.32
ENSG00000248596		5	176143085	176185155	q35.2
ENSG00000272554		3	24496272	24499580	p24.2
ENSG00000285064		6	33321386	33329286	p21.32
ENSG00000259541		11	120249759	120265932	q23.3
ENSG00000224822	THRB-IT1	3	24455136	24459434	p24.2
ENSG00000171864	PRND	20	4721910	4728460	p13
ENSG00000229756	RPL31P20	3	24430748	24431107	p24.2
ENSG00000233544	EIF3KP2	3	24555834	24556459	p24.2
ENSG00000180803		13	25863250	25863667	q12.13
ENSG00000228791	THRB-AS1	3	24494087	24681711	p24.2
ENSG00000132932	ATP8A2	13	25372071	26025851	q12.13
ENSG00000137709	POU2F3	11	120236640	120319944	q23.3
ENSG00000204209	DAXX	6	33318558	33323016	p21.32
ENSG00000283559		5	176143450	176156989	q35.2
ENSG00000204291	COL15A1	9	98943179	99070792	q22.33
ENSG00000227719		7	8114025	8116561	p21.3
ENSG00000262517		CHR_HSCHR20_1_CTG1	17814608	17815038	
ENSG00000229970		7	8262264	8344516	p21.3
ENSG00000251458		5	176124210	176131461	q35.2
ENSG00000262640		CHR_HSCHR20_1_CTG1	17872581	17878345	
ENSG00000224337	FAM8A3P	2	149320593	149321436	q23.2
ENSG00000216917		6	131780721	131781312	q23.2
ENSG00000158296	SLC13A3	20	46557823	46684467	q13.12
ENSG00000244239		7	8262233	8262821	p21.3
ENSG00000262802		CHR_HSCHR20_1_CTG1	17893379	17894176	
ENSG00000272328		7	8303741	8341343	p21.3
ENSG00000133800	LYVE1	11	10556966	10611689	p15.4
ENSG00000278046	LILRA3	CHR_HSCHR19LRC_PGF2_CTG3_1	54294418	54306726	
ENSG00000187244	BCAM	19	44809059	44821421	q13.32
ENSG00000280641	CDH4	CHR_HSCHR20_1_CTG2	61894910	61940574	
ENSG00000273299		7	90403434	90513391	q21.13
ENSG00000062524	LTK	15	41503638	41513887	q15.1
ENSG00000003147	ICA1	7	8113184	8262687	p21.3
ENSG00000227487	NCAM1-AS1	11	113269532	113273901	q23.2
ENSG00000223584	TVP23CP1	7	90631906	90632568	q21.13
ENSG00000237842		1	157059232	157060762	q23.1
ENSG00000280440		7	90345873	90346218	q21.13
ENSG00000224520	KRT8P45	1	157073257	157074703	q23.1
ENSG00000175505	CLCF1	11	67364168	67374177	q13.2
ENSG00000274654		15	48528980	48529728	q21.1
ENSG00000157224	CLDN12	7	90383721	90513402	q21.13
ENSG00000166147	FBN1	15	48408306	48645849	q21.1
ENSG00000253831	ETV3L	1	157092044	157099808	q23.1
ENSG00000213906	LTB4R2	14	24305734	24312053	q12
ENSG00000149294	NCAM1	11	112961247	113278436	q23.2
ENSG00000177112	MRVI1-AS1	11	10541272	10599932	p15.4
ENSG00000185559	DLK1	14	100725705	100738224	q32.2
ENSG00000172531	PPP1CA	11	67398183	67421183	q13.2
ENSG00000251286		4	52440494	52441535	q12
ENSG00000104907	TRMT1	19	13104902	13117567	p13.13
ENSG00000235700	CYCSP52	1	157128362	157128671	q23.1
ENSG00000117036	ETV3	1	157121191	157138474	q23.1
ENSG00000136305	CIDEB	14	24305096	24311430	q12
ENSG00000072952	MRVI1	11	10573091	10693988	p15.4
ENSG00000165125	TRPV6	7	142871203	142885762	q34
ENSG00000187123	LYPD6	2	149329985	149474148	q23.2
ENSG00000106327	TFR2	7	100620416	100642779	q22.1
ENSG00000229961		1	157171116	157191963	q23.1
ENSG00000284592		1	157203604	157205062	q23.1
ENSG00000228239		1	157232231	157237136	q23.1
ENSG00000270412		9	98943337	98943775	q22.33
ENSG00000271736		1	157280716	157283068	q23.1
ENSG00000237189		1	157287703	157288053	q23.1
ENSG00000099795	NDUFB7	19	14566078	14572062	p13.12
ENSG00000237977	EIF4HP2	22	30902219	30902781	q12.2
ENSG00000279964		2	230410700	230412529	q37.1
ENSG00000143297	FCRL5	1	157513377	157552520	q23.1
ENSG00000258586	LINC02274	14	73822559	73830135	q24.3
ENSG00000270576		14	73840520	73840609	q24.3
ENSG00000234158	RPEP2	3	26015669	26016369	p24.2
ENSG00000279464		4	67607856	67610313	q13.2
ENSG00000282707		CHR_HSCHR17_7_CTG4	36574834	36575697	
ENSG00000103316	CRYM	16	21238874	21303083	p12.2
ENSG00000090971	NAT14	19	55485004	55487568	q13.42
ENSG00000275099	GGNBP2	CHR_HSCHR17_7_CTG4	36545260	36590811	
ENSG00000223604		2	149439897	149440427	q23.2
ENSG00000227698		21	41874756	41877613	q22.3
ENSG00000128309	MPST	22	37019635	37029822	q12.3
ENSG00000141956	PRDM15	21	41798225	41879482	q22.3
ENSG00000277334	NCR1	CHR_HSCHR19KIR_FH06_BA1_HAP_CTG3_1	54892528	54896443	
ENSG00000101365	IDH3B	20	2658395	2664219	p13
ENSG00000196670	ZFP62	5	180847611	180861285	q35.3
ENSG00000171530	TBCA	5	77691166	77868780	q14.1
ENSG00000282036	TRBV22-1	CHR_HSCHR7_2_CTG6	142683514	142683964	
ENSG00000021461	CYP3A43	7	99828013	99866102	q22.1
ENSG00000282449	TRBV23-1	CHR_HSCHR7_2_CTG6	142687733	142688229	
ENSG00000065717	TLE2	19	2997638	3047635	p13.3
ENSG00000269350		19	17360932	17362753	p13.11
ENSG00000177138	FAM9B	X	9024232	9164639	p22.31
ENSG00000130300	PLVAP	19	17351448	17377350	p13.11
ENSG00000141748	ARL5C	17	39156894	39167484	q12
ENSG00000260281	ITFG1-AS1	16	47144323	47162747	q12.1
ENSG00000180259	PRNT	20	4731282	4740668	p13
ENSG00000100304	TTLL12	22	43166622	43187133	q13.2
ENSG00000259918	NDUFA5P11	16	47598654	47598996	q12.1
ENSG00000178662	CSRNP3	2	165469647	165689407	q24.3
ENSG00000102893	PHKB	16	47461123	47701523	q12.1
ENSG00000231071		20	4735669	4736673	p13
ENSG00000280177		17	39165073	39167849	q12
ENSG00000105793	GTPBP10	7	90335223	90391455	q21.13
ENSG00000271502		X	120957227	120957479	q24
ENSG00000224970		7	142875836	142892743	q34
ENSG00000234043	NUDT9P1	10	91152605	91153349	q23.32
ENSG00000282730	TRBV24-1	CHR_HSCHR7_2_CTG6	142697038	142697550	
ENSG00000233521	LINC01638	22	27221349	27224727	q12.1
ENSG00000270077		8	97144170	97144723	q22.1
ENSG00000254377	MIR124-2HG	8	64373328	64383787	q12.3
ENSG00000282017	MTRNR2L6	CHR_HSCHR7_2_CTG6	142706945	142708391	
ENSG00000274251		11	67353629	67354348	q13.2
ENSG00000104324	CPQ	8	96645227	97149654	q22.1
ENSG00000281963	TRBV25-1	CHR_HSCHR7_2_CTG6	142711413	142711917	
ENSG00000233574		22	27276240	27286349	q12.1
ENSG00000281582		CHR_HSCHR22_1_CTG7	23901432	23907068	
ENSG00000226741	LINC02554	22	27310651	27317456	q12.1
ENSG00000278595		20	4761300	4761696	p13
ENSG00000223726		22	27307483	27318538	q12.1
ENSG00000281900		CHR_HSCHR22_1_CTG7	23926900	23929574	
ENSG00000281972	TRBVA	CHR_HSCHR7_2_CTG6	142722076	142722530	
ENSG00000281065		CHR_HSCHR22_1_CTG7	23939998	23942798	
ENSG00000283421		16	21299903	21300506	p12.2
ENSG00000213763	ACTBP2	5	77784881	77786003	q14.1
ENSG00000128311	TST	22	37010859	37020183	q12.3
ENSG00000189149	CRYM-AS1	16	21300849	21339037	p12.2
ENSG00000281968	TRBV26	CHR_HSCHR7_2_CTG6	142736369	142736853	
ENSG00000226023	CT47A6	X	120958165	120961487	q24
ENSG00000279098		4	99942081	99942522	q23
ENSG00000260066		5	1725149	1728172	p15.33
ENSG00000228712	HSD17B8	CHR_HSCHR6_MHC_COX_CTG1	33126266	33128451	
ENSG00000275763	C18orf65	18	76495521	76498088	q23
ENSG00000164031	DNAJB14	4	99896248	99946726	q23
ENSG00000280601		CHR_HSCHR22_1_CTG7	23949918	23954042	
ENSG00000282047	TRBVB	CHR_HSCHR7_2_CTG6	142752085	142752625	
ENSG00000263234		16	13953155	13954825	p13.12
ENSG00000271211		X	120962087	120962339	q24
ENSG00000109189	USP46	4	52590972	52659335	q12
ENSG00000262097	LINC02185	16	14009280	14016016	p13.12
ENSG00000175311	ANKS4B	16	21233665	21253845	p12.2
ENSG00000171421	MRPL36	5	1798386	1801366	p15.33
ENSG00000163518	FCRL4	1	157573749	157598080	q23.1
ENSG00000146067	FAM193B	5	177519788	177554541	q35.3
ENSG00000263812	LINC00908	18	76528655	76610968	q23
ENSG00000249319		7	66087761	66152277	q11.21
ENSG00000235857	CTBP2P1	Y	56855244	56855488	q12
ENSG00000180628	PCGF5	10	91163012	91284331	q23.32
ENSG00000261673		16	72224565	72225144	q22.2
ENSG00000281122		CHR_HSCHR4_4_CTG12	120165490	120165892	
ENSG00000180720	CHRM4	11	46385098	46386608	p11.2
ENSG00000172426	RSPH9	6	43645046	43672599	p21.1
ENSG00000261774		16	72278268	72278568	q22.2
ENSG00000281482		CHR_HSCHR4_5_CTG12	188349376	188350024	
ENSG00000281800	ICE2P1	CHR_HSCHR4_5_CTG12	188387471	188389666	
ENSG00000261856	LINC02186	16	14018880	14021077	p13.12
ENSG00000102128	RAB40AL	X	102937272	102938300	q22.1
ENSG00000273252	OR7E39P	7	6835420	6835794	p22.1
ENSG00000132329	RAMP1	2	237858893	237912114	q37.3
ENSG00000281265		CHR_HSCHR22_1_CTG7	23963780	23964374	
ENSG00000271888		6	15243923	15245000	p22.3
ENSG00000241258	CRCP	7	66114604	66154568	q11.21
ENSG00000253572		5	77942757	77946438	q14.1
ENSG00000282234	TRBV27	CHR_HSCHR7_2_CTG6	142756048	142756563	
ENSG00000234050		X	102937770	102940561	q22.1
ENSG00000237603	HMGB3P12	3	26216322	26216877	p24.2
ENSG00000229596	MYL8P	6	33338978	33339495	p21.32
ENSG00000224632		X	103007461	103008072	q22.1
ENSG00000266256	LINC00683	18	76615212	76625940	q23
ENSG00000261008	LINC01572	16	72283301	72665009	q22.2
ENSG00000133169	BEX1	X	103062651	103064240	q22.1
ENSG00000230465	VENTXP4	3	26346681	26347638	p24.1
ENSG00000266312	LINC01927	18	76623006	76639011	q23
ENSG00000225386		3	26619330	26622690	p24.1
ENSG00000236722		3	58511310	58511676	p14.3
ENSG00000228285	LYPLA2P1	6	33365548	33366243	p21.32
ENSG00000168306	ACOX2	3	58505136	58537319	p14.3
ENSG00000276166		16	57759358	57760024	q21
ENSG00000008083	JARID2	6	15246296	15522040	p22.3
ENSG00000140859	KIFC3	16	57758217	57863053	q21
ENSG00000277897	GSTT2	CHR_HSCHR22_1_CTG7	23980152	23983919	
ENSG00000159337	PLA2G4D	15	42067009	42094554	q15.1
ENSG00000229525		2	219388496	219403633	q35
ENSG00000272249		8	97132835	97133379	q22.1
ENSG00000260664		16	72425948	72533892	q22.2
ENSG00000236608	EIF4A1P6	13	60636888	60638097	q21.2
ENSG00000237957	CT47A5	X	120963026	120966348	q24
ENSG00000123992	DNPEP	2	219373527	219400022	q35
ENSG00000225249	LINC00378	13	60685199	60694528	q21.2
ENSG00000187912	CLEC17A	19	14583084	14611157	p13.12
ENSG00000135052	GOLM1	9	86026146	86100173	q21.33
ENSG00000281580	LINC01060	CHR_HSCHR4_5_CTG12	188400736	188543559	
ENSG00000279657		13	60730176	60733600	q21.2
ENSG00000236731		1	157629939	157630728	q23.1
ENSG00000227510	LINC01442	13	60917001	60941768	q21.2
ENSG00000096080	MRPS18A	6	43671303	43687791	p21.1
ENSG00000240957	LY6G6F	CHR_HSCHR6_MHC_MCF_CTG1	31783165	31786875	
ENSG00000233712		1	157636300	157640301	q23.1
ENSG00000162144	CYB561A3	11	61348745	61362299	q12.2
ENSG00000275003	DDT	CHR_HSCHR22_1_CTG7	23971367	23980473	
ENSG00000235769	LY6G6E	CHR_HSCHR6_MHC_MCF_CTG1	31788620	31790096	
ENSG00000160856	FCRL3	1	157674321	157700857	q23.1
ENSG00000106948	AKNA	9	114334156	114394405	q32
ENSG00000226788	RING1	CHR_HSCHR6_MHC_COX_CTG1	33130117	33134342	
ENSG00000155070	UNC93B2	7	6855485	6859830	p22.1
ENSG00000236902	LY6G6D	CHR_HSCHR6_MHC_MCF_CTG1	31783184	31794200	
ENSG00000006704	GTF2IRD1	7	74453790	74602604	q11.23
ENSG00000205897	OR7E136P	7	6866658	6867672	p22.1
ENSG00000250561	OR7E59P	7	6879627	6880626	p22.1
ENSG00000235488	JARID2-AS1	6	15247815	15248634	p22.3
ENSG00000197815		17	17858227	17860041	p11.2
ENSG00000160307	S100B	21	46598962	46605208	q22.3
ENSG00000228656	MYO5BP3	9	63761546	63762824	q13
ENSG00000127412	TRPV5	7	142908101	142933808	q34
ENSG00000172497	ACOT12	5	81330005	81394179	q14.1
ENSG00000108039	XPNPEP1	10	109864766	109923553	q25.1
ENSG00000226020	CDK2AP2P3	9	63774870	63775241	q13
ENSG00000281722		CHR_HSCHR22_1_CTG7	23976905	23977589	
ENSG00000281400		CHR_HSCHR22_1_CTG7	23969213	23969875	
ENSG00000275758	DDTL	CHR_HSCHR22_1_CTG7	23966902	23972534	
ENSG00000260001	TGFBR3L	19	7916145	7919097	p13.2
ENSG00000234185		7	66119603	66165011	q11.21
ENSG00000255201		8	38421889	38426096	p11.23
ENSG00000183020	AP2A2	11	924894	1012245	p15.5
ENSG00000179796	LRRC3B	3	26622806	26710776	p24.1
ENSG00000239218	RPS20P22	8	38434347	38435664	p11.23
ENSG00000215695	RSC1A1	1	15659869	15661722	p36.21
ENSG00000126522	ASL	7	66075798	66093558	q11.21
ENSG00000280590		CHR_HSCHR4_6_CTG12	189703881	189704490	
ENSG00000248866	USP46-AS1	4	52659406	52661668	q12
ENSG00000197312	DDI2	1	15617500	15669044	p36.21
ENSG00000108798	ABI3	17	49210227	49223225	q21.32
ENSG00000243531		7	6900424	6900623	p22.1
ENSG00000260500		19	7918652	7919157	p13.2
ENSG00000151631	AKR1C6P	10	4871901	4891975	p15.1
ENSG00000260120		4	52680609	52692649	q12
ENSG00000239684	PTGER4P3	9	63775892	63776143	q13
ENSG00000281543	FRG1-DT	CHR_HSCHR4_6_CTG12	189780336	189944248	
ENSG00000248375		4	52720081	52720831	q12
ENSG00000226950	DANCR	4	52712404	52720351	q12
ENSG00000281015		CHR_HSCHR4_6_CTG12	189885470	189888818	
ENSG00000077782	FGFR1	8	38411138	38468834	p11.23
ENSG00000089050	RBBP9	20	18486540	18497243	p11.23
ENSG00000181752	OR8K5	11	56159394	56160317	q12.1
ENSG00000255217	OR5J7P	11	56165500	56165921	q12.1
ENSG00000174957	OR5J2	11	56176618	56177556	q12.1
ENSG00000234165		3	26712307	26713364	p24.1
ENSG00000077080	ACTL6B	7	100643097	100656461	q22.1
ENSG00000230949	ZNF70P1	CHR_HSCHR6_MHC_COX_CTG1	33137325	33137948	
ENSG00000237205	RPL7P34	10	88618223	88618934	q23.31
ENSG00000237536	HTATSF1P1	CHR_HSCHR6_MHC_COX_CTG1	33159435	33161326	
ENSG00000259172		15	101295419	101305737	q26.3
ENSG00000277210		15	101522597	101524739	q26.3
ENSG00000279970		15	101299656	101301648	q26.3
ENSG00000050165	DKK3	11	11963106	12009769	p15.3
ENSG00000169181	GSG1L	16	27787535	28063509	p12.1
ENSG00000282812	TRBV28	CHR_HSCHR7_2_CTG6	142761362	142761862	
ENSG00000274139		15	101495052	101495567	q26.3
ENSG00000282270	PGBD4P1	CHR_HSCHR7_2_CTG6	142763060	142763466	
ENSG00000170629	DPY19L2P2	7	103175133	103280410	q22.1
ENSG00000101052	IFT52	20	43590931	43647296	q13.12
ENSG00000236576		X	51856968	51858066	p11.22
ENSG00000273997		6	147406531	147406824	q24.3
ENSG00000226904		9	68228651	68229312	q21.11
ENSG00000220494	YAP1P1	6	147406889	147408281	q24.3
ENSG00000281819		CHR_HG142_HG150_NOVEL_TEST	56205125	56205625	
ENSG00000110274	CEP164	11	117314557	117413268	q23.3
ENSG00000261764	KRT18P18	16	72728616	72729894	q22.2
ENSG00000263150	OR8J2	CHR_HG142_HG150_NOVEL_TEST	56210873	56211820	
ENSG00000251586	TET2-AS1	4	105171354	105178063	q24
ENSG00000140836	ZFHX3	16	72782885	73891871	q22.3
ENSG00000226887	ERVMER34-1	4	52722618	52751640	q12
ENSG00000262851	OR5T2	CHR_HG142_HG150_NOVEL_TEST	56232106	56233185	
ENSG00000203727	SAMD5	6	147508927	147737547	q24.3
ENSG00000179603	GRM8	7	126438598	127253294	q31.33
ENSG00000251154		7	90469787	90488964	q21.13
ENSG00000168769	TET2	4	105145875	105279816	q24
ENSG00000167083	GNGT2	17	49202791	49210574	q21.32
ENSG00000241388	HNF1A-AS1	12	120941728	120980965	q24.31
ENSG00000261897	OR5T3	CHR_HG142_HG150_NOVEL_TEST	56252200	56253222	
ENSG00000262784	OR5T1	CHR_HG142_HG150_NOVEL_TEST	56275639	56276619	
ENSG00000250302	LINC01618	4	52789994	52815464	q12
ENSG00000226249		6	147741434	147743324	q24.3
ENSG00000230609		10	72560264	72560456	q22.1
ENSG00000230607		17	19755244	19756207	p11.2
ENSG00000227681		6	147660703	147953937	q24.3
ENSG00000282915		10	72467749	72473304	q22.1
ENSG00000165131	LLCFC1	7	142939343	142940868	q34
ENSG00000276531		10	72483245	72483812	q22.1
ENSG00000128045	RASL11B	4	52862290	52866835	q12
ENSG00000275620		20	63253978	63261615	q13.33
ENSG00000157895	C12orf43	12	121000486	121016502	q24.31
ENSG00000226163		10	72501746	72502956	q22.1
ENSG00000225644	RPL35AP4	6	33389374	33389475	p21.32
ENSG00000101198	NKAIN4	20	63240784	63272694	q13.33
ENSG00000107745	MICU1	10	72367327	72626191	q22.1
ENSG00000236068		5	64404512	64486615	q12.3
ENSG00000131379	C3orf20	3	14675099	14773034	p25.1
ENSG00000147852	VLDLR	9	2621834	2660053	p24.2
ENSG00000274185	LILRA4	CHR_HSCHR19LRC_PGF2_CTG3_1	54316049	54346292	
ENSG00000213553	RPLP0P6	2	38481851	38482804	p22.1
ENSG00000206292	HLA-DOA	CHR_HSCHR6_MHC_QBL_CTG1	32932859	32938293	
ENSG00000235009	LINC01883	2	38431294	38433573	p22.1
ENSG00000184178	SCFD2	4	52872982	53366075	q12
ENSG00000099282	TSPAN15	10	69451473	69507669	q22.1
ENSG00000231367		2	38406719	38515740	p22.1
ENSG00000110497	AMBRA1	11	46396414	46594125	p11.2
ENSG00000230213	OR8V1P	11	56188379	56189251	q12.1
ENSG00000226908	HIST1H2BPS3	13	21483834	21484174	q12.11
ENSG00000130751	NPAS1	19	47019820	47045775	q13.32
ENSG00000248115		4	52945649	52958087	q12
ENSG00000213604		11	56205125	56205625	q12.1
ENSG00000277535		X	119073226	119076373	q24
ENSG00000254658	OR8J2	11	56208985	56215222	q12.1
ENSG00000186479	RGS7BP	5	64506257	64612312	q12.3
ENSG00000275404	LILRA5	CHR_HSCHR19LRC_PGF2_CTG3_1	54314236	54320273	
ENSG00000129084	PSMA1	11	14504874	14643635	p15.2
ENSG00000273893		20	46681676	46682375	q13.12
ENSG00000271784		20	46689659	46690289	q13.12
ENSG00000237632	S100A11P1	7	103262000	103262311	q22.1
ENSG00000224409		1	32717734	32725237	p35.1
ENSG00000281094		CHR_HSCHR3_4_CTG3	195655565	195657927	
ENSG00000241777		3	108725440	108725536	q13.13
ENSG00000231118	PPIAP9	CHR_HSCHR6_MHC_DBB_CTG1	31501676	31502487	
ENSG00000182333	LIPF	10	88664441	88678814	q23.31
ENSG00000229535	RPL15P4	CHR_HSCHR6_MHC_DBB_CTG1	31510294	31510873	
ENSG00000279536		7	149881477	149882105	q36.1
ENSG00000258779	LINC01568	16	73386805	73504954	q22.3
ENSG00000273293		7	149881359	149881580	q36.1
ENSG00000163515	RETNLB	3	108743424	108757384	q13.13
ENSG00000268379		19	57175233	57177921	q13.43
ENSG00000270736		X	120966948	120967199	q24
ENSG00000148484	RSU1	10	16590611	16817528	p13
ENSG00000273011		7	149890739	149891416	q36.1
ENSG00000253750		8	64554236	64554475	q12.3
ENSG00000224016		7	149891191	149909704	q36.1
ENSG00000239986		9	42196333	42196662	p11.2
ENSG00000250099		5	24749374	24749772	p14.1
ENSG00000279255		16	707650	709067	p13.3
ENSG00000230594	CT47A4	X	120967886	120971208	q24
ENSG00000101265	RASSF2	20	4780023	4823645	p13
ENSG00000277260	FAM74A7	9	42199000	42204988	p11.2
ENSG00000259840		16	710746	711277	p13.3
ENSG00000259768		16	72665170	72791624	q22.2
ENSG00000248156	BTG4P1	5	24786842	24787024	p14.1
ENSG00000276277		9	42213841	42213918	p11.1
ENSG00000248908	LINC02239	5	24835280	24840583	p14.1
ENSG00000275649		9	42231811	42354454	p11.1
ENSG00000279591		16	73015047	73016016	q22.3
ENSG00000224265		10	43323665	43327932	q11.21
ENSG00000260848		16	73543941	73558522	q22.3
ENSG00000279757		16	72973374	72973832	q22.3
ENSG00000268234	FKBP4P6	9	42384805	42386136	p11.1
ENSG00000270257		4	67638177	67638359	q13.2
ENSG00000272330		16	73014319	73014476	q22.3
ENSG00000224120	C6orf136	CHR_HSCHR6_MHC_MCF_CTG1	30725496	30731566	
ENSG00000033178	UBA6	4	67612652	67701179	q13.2
ENSG00000261227		16	73232055	73233970	q22.3
ENSG00000103260	METRN	16	715115	719655	p13.3
ENSG00000263011		16	3106764	3109576	p13.3
ENSG00000162522	KIAA1522	1	32741885	32774970	p35.1
ENSG00000253800		8	64570913	64571332	q12.3
ENSG00000284675		16	73123296	73137580	q22.3
ENSG00000224296	MRPL49P1	5	64674853	64675387	q12.3
ENSG00000279206		16	72772673	72773272	q22.2
ENSG00000271009		16	73060245	73062316	q22.3
ENSG00000254102		8	64574306	64581888	q12.3
ENSG00000280092		16	73005601	73006141	q22.3
ENSG00000279120		16	73293866	73294296	q22.3
ENSG00000150201	FXYD4	10	43371642	43376335	q11.21
ENSG00000259817		16	73812621	73816053	q22.3
ENSG00000180828	BHLHE22	8	64580367	64583628	q12.3
ENSG00000260880	HCCAT5	16	73092349	73099337	q22.3
ENSG00000259209		16	72805998	72809872	q22.3
ENSG00000270771		X	120971808	120972059	q24
ENSG00000283457		16	73794079	73809733	q22.3
ENSG00000233164	C6orf136	CHR_HSCHR6_MHC_MANN_CTG1	30691675	30697740	
ENSG00000236126	CT47A3	X	120972746	120976068	q24
ENSG00000092853	CLSPN	1	35720218	35769967	p34.3
ENSG00000226943	ALG1L5P	7	6923804	6930835	p22.1
ENSG00000241539		7	6924078	6924513	p22.1
ENSG00000236340		7	127215127	127229921	q31.33
ENSG00000242731	FAM86LP	7	6931684	6939603	p22.1
ENSG00000224981		7	126868767	126870532	q31.33
ENSG00000230820		7	126980967	126981778	q31.33
ENSG00000239696		7	7078302	7079742	p22.1
ENSG00000250524		5	24881943	24885461	p14.1
ENSG00000227217		1	157691762	157696459	q23.1
ENSG00000227249		7	126511135	126512879	q31.33
ENSG00000231700		1	157709086	157709643	q23.1
ENSG00000232366	VDAC1P9	1	157724180	157725020	q23.1
ENSG00000160185	UBASH3A	21	42403447	42447681	q22.3
ENSG00000244167		7	7177952	7178324	p22.1
ENSG00000270646		X	120976668	120976919	q24
ENSG00000106392	C1GALT1	7	7156934	7248651	p22.1
ENSG00000245662	LINC02211	5	25187800	25324386	p14.1
ENSG00000242362	CT47A2	X	120977606	120980928	q24
ENSG00000166391	MOGAT2	11	75717819	75732958	q13.5
ENSG00000271443		2	38535258	38536249	p22.1
ENSG00000251654		5	25218973	25298612	p14.1
ENSG00000132704	FCRL2	1	157745733	157777132	q23.1
ENSG00000285042		5	25188059	25188778	p14.1
ENSG00000251273	LINC02228	5	25087450	25190956	p14.1
ENSG00000225590	VPS52	CHR_HSCHR6_MHC_COX_CTG1	33171888	33193647	
ENSG00000236019	DDX39B-AS1	CHR_HSCHR6_MHC_DBB_CTG1	31524481	31525315	
ENSG00000260761		5	25319834	25321346	p14.1
ENSG00000231975	MCCD1	CHR_HSCHR6_MHC_DBB_CTG1	31510897	31512412	
ENSG00000197272	IL27	16	28499362	28512051	p11.2
ENSG00000214612	RPS19P1	20	18504633	18505066	p11.23
ENSG00000086666	ZFAND6	15	80059568	80138393	q25.1
ENSG00000105696	TMEM59L	19	18607430	18621039	p13.11
ENSG00000230624	DDX39B	CHR_HSCHR6_MHC_DBB_CTG1	31512399	31528755	
ENSG00000225213		10	16721352	16748377	p13
ENSG00000113303	BTNL8	5	180899077	180950906	q35.3
