affy_hg_u133_plus_2	hgnc_symbol	chromosome_name	start_position	end_position	band
	KIAA1755	20	38210488	38260772	q11.23
		17	28670054	28672804	q11.2
	TMPOP1	CHR_HSCHR6_MHC_QBL_CTG1	30456041	30457570	
		12	52782650	52782839	q13.13
208420_x_at	SUPT6H	17	28662091	28702684	q11.2
208831_x_at	SUPT6H	17	28662091	28702684	q11.2
208830_s_at	SUPT6H	17	28662091	28702684	q11.2
1554311_a_at	SUPT6H	17	28662091	28702684	q11.2
	SUPT6H	17	28662091	28702684	q11.2
1553810_a_at	CIP2A	3	108549869	108589644	q13.13
231855_at	CIP2A	3	108549869	108589644	q13.13
	CIP2A	3	108549869	108589644	q13.13
		15	79559256	79560304	q25.1
	SUCLA2P1	CHR_HSCHR6_MHC_QBL_CTG1	30458389	30459758	
209179_s_at	MBOAT7	19	54173412	54189882	q13.42
	MBOAT7	19	54173412	54189882	q13.42
211037_s_at	MBOAT7	19	54173412	54189882	q13.42
238469_at	OGFRL1	6	71288803	71308950	q13
226810_at	OGFRL1	6	71288803	71308950	q13
219582_at	OGFRL1	6	71288803	71308950	q13
	OGFRL1	6	71288803	71308950	q13
		3	113984037	113984655	q13.31
226912_at	ZDHHC23	3	113947901	113965401	q13.31
	ZDHHC23	3	113947901	113965401	q13.31
	DPY19L4	8	94719703	94793836	q22.1
213391_at	DPY19L4	8	94719703	94793836	q22.1
226721_at	DPY19L4	8	94719703	94793836	q22.1
1556613_s_at	DPY19L4	8	94719703	94793836	q22.1
217325_at	KRT3	12	52789685	52796117	q13.13
		17	74307210	74309790	q25.1
232233_at	SLC22A16	6	110424687	110476641	q21
232232_s_at	SLC22A16	6	110424687	110476641	q21
	SLC22A16	6	110424687	110476641	q21
202120_x_at	AP2S1	19	46838136	46850992	q13.32
211047_x_at	AP2S1	19	46838136	46850992	q13.32
208074_s_at	AP2S1	19	46838136	46850992	q13.32
	AP2S1	19	46838136	46850992	q13.32
220636_at	DNAI2	17	74274247	74314884	q25.1
221668_s_at	DNAI2	17	74274247	74314884	q25.1
240082_s_at	SPEM2	17	7425615	7427568	p13.1
225890_at	MGME1	20	17968913	17991122	p11.23
		12	40395853	40443847	q12
	PPIAP59	19	50927079	50927571	q13.41
1553436_at	MUC19	12	40393395	40570832	q12
	MUC19	12	40393395	40570832	q12
	CLCN3P1	9	14987302	15146401	p22.3
		1	156712212	156713174	q23.1
207787_at	KRT33B	CHR_HSCHR17_1_CTG4	41363494	41369800	
		CHR_HSCHR7_2_CTG6	142549110	142549542	
200750_s_at	RANP1	CHR_HSCHR6_MHC_QBL_CTG1	30475446	30476096	
		6	71373253	71375387	q13
	MYRIP	3	39808914	40260321	p22.1
214156_at	MYRIP	3	39808914	40260321	p22.1
		6	71251758	71252988	q13
		15	79668342	79668816	q25.1
243974_at		6	71386852	71390829	q13
		17	7439159	7443327	p13.1
		6	71328942	71329806	q13
231803_at		17	7439506	7445966	p13.1
227271_at		17	7439506	7445966	p13.1
		9	14993312	15019729	p22.3
		15	79743311	79743468	q25.1
		6	71295173	71417436	q13
		15	79751689	79752049	q25.1
	SPEM3	17	7428863	7432762	p13.1
		9	15055057	15056052	p22.3
231803_at		17	7420103	7444081	p13.1
227271_at		17	7420103	7444081	p13.1
		15	79758549	79758762	q25.1
		15	79832466	79833554	q25.1
		20	38233251	38233799	q11.23
214352_s_at	KRAS	12	25204789	25250936	p12.1
204009_s_at	KRAS	12	25204789	25250936	p12.1
204010_s_at	KRAS	12	25204789	25250936	p12.1
	KRAS	12	25204789	25250936	p12.1
1559203_s_at	KRAS	12	25204789	25250936	p12.1
1559204_x_at	KRAS	12	25204789	25250936	p12.1
1563753_at		20	38260175	38293892	q11.23
244231_at		20	38260175	38293892	q11.23
231803_at	FGF11	17	7438273	7444937	p13.1
227271_at	FGF11	17	7438273	7444937	p13.1
205206_at	ANOS1	X	8528874	8732186	p22.31
	ANOS1	X	8528874	8732186	p22.31
		4	762387	781849	p16.3
230408_at		4	762387	781849	p16.3
1559528_at		4	762387	781849	p16.3
203798_s_at	VSNL1	2	17539126	17657018	p24.2
	VSNL1	2	17539126	17657018	p24.2
203797_at	VSNL1	2	17539126	17657018	p24.2
228476_at	CCDC191	3	113964137	114056613	q13.31
	CCDC191	3	113964137	114056613	q13.31
		20	38260149	38304332	q11.23
	SNHG25	17	64145970	64146476	q23.3
213240_s_at	KRT4	12	52806549	52814551	q13.13
	KRT4	12	52806549	52814551	q13.13
	OVOL2	20	17956979	18059188	p11.23
211778_s_at	OVOL2	20	17956979	18059188	p11.23
	LINC02252	15	34651135	34655764	q14
205557_at	BPI	20	38304123	38337505	q11.23
	BPI	20	38304123	38337505	q11.23
223792_at	ZNF2	2	95165432	95184317	q11.1
	ZNF2	2	95165432	95184317	q11.1
218914_at	RRNAD1	1	156728442	156736960	q23.1
	RRNAD1	1	156728442	156736960	q23.1
		19	56922018	56922213	q13.43
	RPL7AP69	19	57065334	57066139	q13.43
	TAS1R3	1	1331314	1335306	p36.33
208483_x_at	KRT33A	CHR_HSCHR17_1_CTG4	41346092	41350812	
		19	57111120	57112027	q13.43
216515_x_at	PTMAP3	20	18011955	18012284	p11.23
222417_s_at	SNX5	20	17941597	17968980	p11.23
217792_at	SNX5	20	17941597	17968980	p11.23
229980_s_at	SNX5	20	17941597	17968980	p11.23
229981_at	SNX5	20	17941597	17968980	p11.23
	SNX5	20	17941597	17968980	p11.23
223666_at	SNX5	20	17941597	17968980	p11.23
205905_s_at	MICB	CHR_HSCHR6_MHC_DBB_CTG1	31480101	31493317	
206247_at	MICB	CHR_HSCHR6_MHC_DBB_CTG1	31480101	31493317	
1561488_at		6	110477907	110479436	q21
		5	67379378	67805238	q12.3
1559321_at		5	67379378	67805238	q12.3
		12	25210652	25211233	p12.1
		6	110562175	110562615	q21
		12	25225103	25225665	p12.1
		6	110598093	110598705	q21
221407_at	GJD2	15	34751032	34754965	q14
225469_at	ETFRF1	12	25195216	25209645	p12.1
	ETFRF1	12	25195216	25209645	p12.1
225510_at	OAF	11	120210767	120230332	q23.3
	OAF	11	120210767	120230332	q23.3
228939_at	OAF	11	120210767	120230332	q23.3
	FABP5P6	5	119555250	119555658	q23.1
	LINC02242	5	67632266	67646789	q13.1
	BCL9P1	5	67636382	67638942	q13.1
		8	63136223	63138084	q12.3
		5	67800740	67890096	q13.1
		19	11322156	11324195	p13.2
		5	23688927	23689386	p14.2
231071_at	YTHDF3-AS1	8	63167725	63168442	q12.3
		5	67699429	67902600	q13.1
233217_at		19	11300777	11324441	p13.2
		5	67463809	67475592	q13.1
1569517_at		13	25300124	25301438	q12.13
1552954_at	C5orf17	5	23951348	24178263	p14.2
	C5orf17	5	23951348	24178263	p14.2
	PHBP7	9	85898903	85899716	q21.33
1559467_at		15	79920195	79922455	q25.1
223894_s_at		5	24170370	24171246	p14.2
		18	75387056	75387596	q22.3
		5	67855735	67855986	q13.1
		3	108574683	108575064	q13.13
1559069_at		15	79843547	79844304	q25.1
		5	23980587	23980938	p14.2
		5	67692812	67693200	q13.1
	MCTS1	X	120594010	120621074	q24
218163_at	MCTS1	X	120594010	120621074	q24
230235_at	MCTS1	X	120594010	120621074	q24
		5	67608654	67609130	q13.1
1556588_at	ST20-AS1	15	79922771	79926993	q25.1
	ST20-AS1	15	79922771	79926993	q25.1
		5	67690033	67690437	q13.1
236523_at	C4orf54	4	99636529	99654648	q23
		20	42014034	42015478	q12
240878_at	SPEM1	17	7420360	7421632	p13.1
		15	79875920	79878179	q25.1
		20	41997131	41999397	q12
		18	75407012	75419040	q23
203433_at	ST20-MTHFS	15	79845150	79923754	q25.1
204861_s_at	NAIP	CHR_HSCHR5_1_CTG1_1	70312214	70368830	
204860_s_at	NAIP	CHR_HSCHR5_1_CTG1_1	70312214	70368830	
	NAIP	CHR_HSCHR5_1_CTG1_1	70312214	70368830	
234377_at		CHR_HSCHR7_2_CTG6	142553725	142554208	
	ST3GAL5-AS1	2	85889280	85890980	p11.2
	ST20	15	79898840	79923702	q25.1
217104_at	ST20	15	79898840	79923702	q25.1
210242_x_at	ST20	15	79898840	79923702	q25.1
221096_s_at	TMCO6	5	140639427	140645408	q31.3
	TMCO6	5	140639427	140645408	q31.3
213550_s_at	TMCO6	5	140639427	140645408	q31.3
1564400_at	SMIM21	18	75409476	75427703	q23
1556288_at	SMIM21	18	75409476	75427703	q23
		17	7436557	7437523	p13.1
		CHR_HSCHR7_2_CTG6	142561449	142562408	
		20	41991140	42063969	q12
		2	85904279	85904727	p11.2
	LINC02480	4	52044805	52046954	q12
222859_s_at	DAPP1	4	99816833	99870154	q23
222858_s_at	DAPP1	4	99816833	99870154	q23
219290_x_at	DAPP1	4	99816833	99870154	q23
236707_at	DAPP1	4	99816833	99870154	q23
206703_at	CHRNB1	17	7445061	7457707	p13.1
	CHRNB1	17	7445061	7457707	p13.1
203433_at	MTHFS	15	79833585	79897379	q25.1
	MTHFS	15	79833585	79897379	q25.1
207341_at	PRTN3	19	840960	848175	p13.3
218861_at	RNF25	2	218663864	218672411	q35
	RNF25	2	218663864	218672411	q35
	QTRT2	3	114005833	114088422	q13.31
219178_at	QTRT2	3	114005833	114088422	q13.31
1560696_x_at	QTRT2	3	114005833	114088422	q13.31
1560695_at	QTRT2	3	114005833	114088422	q13.31
		9	85934588	85936599	q21.33
224904_at	PDPR	16	70113626	70162537	q22.1
220236_at	PDPR	16	70113626	70162537	q22.1
224902_at	PDPR	16	70113626	70162537	q22.1
	PDPR	16	70113626	70162537	q22.1
		19	20056466	20056594	p12
		8	94791643	94793106	q22.1
		16	12881170	12881493	p13.12
219070_s_at	MOSPD3	7	100612102	100615384	q22.1
	MOSPD3	7	100612102	100615384	q22.1
	BNIP3P13	19	20062755	20063320	p12
226520_at	LCOR	10	96832282	96995959	q24.1
228454_at	LCOR	10	96832282	96995959	q24.1
238842_at	LCOR	10	96832282	96995959	q24.1
219601_s_at	LCOR	10	96832282	96995959	q24.1
226892_at	LCOR	10	96832282	96995959	q24.1
	LCOR	10	96832282	96995959	q24.1
232792_at	TRIM69	15	44728988	44767829	q21.1
1568592_at	TRIM69	15	44728988	44767829	q21.1
	TRIM69	15	44728988	44767829	q21.1
201005_at	CD9	12	6199715	6238271	p13.31
	CD9	12	6199715	6238271	p13.31
1554503_a_at	OSCAR	19	54094668	54102692	q13.42
	OSCAR	19	54094668	54102692	q13.42
		CHR_HSCHR16_1_CTG1	15172578	15187178	
212766_s_at	ISG20L2	1	156721891	156728799	q23.1
208114_s_at	ISG20L2	1	156721891	156728799	q23.1
	ISG20L2	1	156721891	156728799	q23.1
210063_at	SARDH	9	133663560	133739955	q34.2
211322_s_at	SARDH	9	133663560	133739955	q34.2
210862_s_at	SARDH	9	133663560	133739955	q34.2
	SARDH	9	133663560	133739955	q34.2
207889_at	SARDH	9	133663560	133739955	q34.2
209056_s_at	CDC5L	6	44387525	44450426	p21.1
209057_x_at	CDC5L	6	44387525	44450426	p21.1
209055_s_at	CDC5L	6	44387525	44450426	p21.1
223311_s_at	MTA3	2	42494569	42756947	p21
	MTA3	2	42494569	42756947	p21
226852_at	MTA3	2	42494569	42756947	p21
		20	38288331	38326536	q11.23
204538_x_at	NPIPA1	CHR_HSCHR16_1_CTG1	15144756	15171447	
214870_x_at	NPIPA1	CHR_HSCHR16_1_CTG1	15144756	15171447	
	NPIPA1	CHR_HSCHR16_1_CTG1	15144756	15171447	
	TRBV7-9	CHR_HSCHR7_2_CTG6	142571143	142571615	
200904_at	HLA-E	CHR_HSCHR6_MHC_QBL_CTG1	30478970	30483708	
200905_x_at	HLA-E	CHR_HSCHR6_MHC_QBL_CTG1	30478970	30483708	
217456_x_at	HLA-E	CHR_HSCHR6_MHC_QBL_CTG1	30478970	30483708	
	HLA-E	CHR_HSCHR6_MHC_QBL_CTG1	30478970	30483708	
224968_at	CFAP36	2	55519604	55545879	p16.1
	CFAP36	2	55519604	55545879	p16.1
	TRBV13	CHR_HSCHR7_2_CTG6	142577660	142578143	
		4	99844138	99844696	q23
		CHR_HSCHR8_4_CTG1	725188	725877	
	TRBV10-3	CHR_HSCHR7_2_CTG6	142586067	142586516	
		15	92819598	92819992	q26.1
		15	40464193	40466726	q15.1
210623_at	UBXN1	11	62676498	62679117	q12.3
201871_s_at	UBXN1	11	62676498	62679117	q12.3
	UBXN1	11	62676498	62679117	q12.3
		15	40453444	40454639	q15.1
1568827_at		CHR_HSCHR8_4_CTG1	738548	740374	
	ERICH1	CHR_HSCHR8_4_CTG1	731140	738106	
203051_at	BAHD1	15	40439721	40468242	q15.1
	BAHD1	15	40439721	40468242	q15.1
	C7orf65	7	47655244	47661648	p12.3
205778_at	KLK7	19	50976482	50984099	q13.41
239381_at	KLK7	19	50976482	50984099	q13.41
	KLK7	19	50976482	50984099	q13.41
		CHR_HSCHR8_4_CTG1	737651	824587	
204538_x_at		CHR_HSCHR16_1_CTG1	15144760	15175928	
214870_x_at		CHR_HSCHR16_1_CTG1	15144760	15175928	
	MRPL24	1	156737303	156741590	q23.1
218270_at	MRPL24	1	156737303	156741590	q23.1
1561386_at		8	37734761	37737426	p11.23
	TRBV11-3	CHR_HSCHR7_2_CTG6	142596665	142597147	
239444_at		8	37747338	37748004	p11.23
	PDXDC1	CHR_HSCHR16_1_CTG1	15241230	15297417	
1555347_at	PDXDC1	CHR_HSCHR16_1_CTG1	15241230	15297417	
		9	128431598	128432006	q34.11
231806_s_at	STK36	2	218672026	218702716	q35
226166_x_at	STK36	2	218672026	218702716	q35
234005_x_at	STK36	2	218672026	218702716	q35
	STK36	2	218672026	218702716	q35
1555220_a_at	AKR1E2	10	4786629	4848062	p15.1
223856_at	AKR1E2	10	4786629	4848062	p15.1
244393_x_at	AKR1E2	10	4786629	4848062	p15.1
	AKR1E2	10	4786629	4848062	p15.1
	CERCAM	9	128411751	128437351	q34.11
224794_s_at	CERCAM	9	128411751	128437351	q34.11
	ROR2	9	91563091	91950162	q22.31
205578_at	ROR2	9	91563091	91950162	q22.31
1564053_a_at	YTHDF3	8	63168553	63212786	q12.3
221749_at	YTHDF3	8	63168553	63212786	q12.3
	YTHDF3	8	63168553	63212786	q12.3
209148_at	RXRB	CHR_HSCHR6_MHC_COX_CTG1	33115214	33122477	
215099_s_at	RXRB	CHR_HSCHR6_MHC_COX_CTG1	33115214	33122477	
215098_at	RXRB	CHR_HSCHR6_MHC_COX_CTG1	33115214	33122477	
	OR10AF1P	11	55948120	55948924	q12.1
	SP140L	2	230327184	230403732	q37.1
214791_at	SP140L	2	230327184	230403732	q37.1
223934_at	SP140L	2	230327184	230403732	q37.1
1565588_at	SP140L	2	230327184	230403732	q37.1
211091_s_at	NF2	22	29603556	29698598	q12.2
211092_s_at	NF2	22	29603556	29698598	q12.2
204991_s_at	NF2	22	29603556	29698598	q12.2
211017_s_at	NF2	22	29603556	29698598	q12.2
238618_at	NF2	22	29603556	29698598	q12.2
218915_at	NF2	22	29603556	29698598	q12.2
210767_at	NF2	22	29603556	29698598	q12.2
217150_s_at	NF2	22	29603556	29698598	q12.2
1569909_at	KRT79	12	52821410	52834295	q13.13
		16	27687182	27687522	p12.1
		16	27678940	27718806	p12.1
1569620_s_at		16	27678940	27718806	p12.1
		15	92883413	92949230	q26.1
1554015_a_at		15	92883413	92949230	q26.1
1554014_at		15	92883413	92949230	q26.1
		4	2295584	2319089	p16.3
230633_at	TMEM102	17	7435443	7437679	p13.1
		4	2324467	2325082	p16.3
	KIAA0556	16	27550133	27780369	p12.1
213185_at	KIAA0556	16	27550133	27780369	p12.1
		17	78211618	78211908	q25.3
1554015_a_at	CHD2	15	92900189	93028005	q26.1
1554014_at	CHD2	15	92900189	93028005	q26.1
	CHD2	15	92900189	93028005	q26.1
243751_at	CHD2	15	92900189	93028005	q26.1
225077_at	CHD2	15	92900189	93028005	q26.1
203461_at	CHD2	15	92900189	93028005	q26.1
228999_at	CHD2	15	92900189	93028005	q26.1
214730_s_at	GLG1	16	74447427	74607144	q23.1
225918_at	GLG1	16	74447427	74607144	q23.1
207966_s_at	GLG1	16	74447427	74607144	q23.1
212045_at	GLG1	16	74447427	74607144	q23.1
	GLG1	16	74447427	74607144	q23.1
201743_at	CD14	5	140631728	140633701	q31.3
		1	11068471	11073097	p36.22
	PAICSP2	9	91611343	91612492	q22.31
212791_at	C1orf216	1	35713875	35719472	p34.3
	C1orf216	1	35713875	35719472	p34.3
		3	58428255	58428815	p14.3
	USP29	19	57119138	57131926	q13.43
220895_at	USP29	19	57119138	57131926	q13.43
233687_s_at		19	50996018	51009581	q13.41
207541_s_at	EXOSC10	1	11066618	11099881	p36.22
	EXOSC10	1	11066618	11099881	p36.22
208911_s_at	PDHB	3	58427630	58433857	p14.3
211023_at	PDHB	3	58427630	58433857	p14.3
	PDHB	3	58427630	58433857	p14.3
	HNRNPA1P25	X	74473017	74473953	q13.2
204462_s_at	SLC16A2	X	74421461	74533917	q13.2
	SLC16A2	X	74421461	74533917	q13.2
	PRCC	1	156750610	156800817	q23.1
208938_at	PRCC	1	156750610	156800817	q23.1
		19	50962197	50962781	q13.41
206125_s_at	KLK8	19	50996007	51002711	q13.41
1552319_a_at	KLK8	19	50996007	51002711	q13.41
	KLK8	19	50996007	51002711	q13.41
213451_x_at	TNXB	CHR_HSCHR6_MHC_COX_CTG1	31989596	32066062	
208609_s_at	TNXB	CHR_HSCHR6_MHC_COX_CTG1	31989596	32066062	
216333_x_at	TNXB	CHR_HSCHR6_MHC_COX_CTG1	31989596	32066062	
216339_s_at	TNXB	CHR_HSCHR6_MHC_COX_CTG1	31989596	32066062	
206093_x_at	TNXB	CHR_HSCHR6_MHC_COX_CTG1	31989596	32066062	
217413_s_at	TNXB	CHR_HSCHR6_MHC_COX_CTG1	31989596	32066062	
1565242_at	TNXB	CHR_HSCHR6_MHC_COX_CTG1	31989596	32066062	
211611_s_at	TNXB	CHR_HSCHR6_MHC_COX_CTG1	31989596	32066062	
208482_at	SSTR1	14	38207999	38213067	q21.1
235591_at	SSTR1	14	38207999	38213067	q21.1
218045_x_at	PTMS	12	6765516	6770952	p13.31
	PTMS	12	6765516	6770952	p13.31
		5	140609085	140609400	q31.3
205326_at	RAMP3	7	45157791	45186302	p13
	RAMP3	7	45157791	45186302	p13
200066_at	IK	5	140647058	140662479	q31.3
	IK	5	140647058	140662479	q31.3
		16	3533429	3534258	p13.3
		16	3496201	3496768	p13.3
		6	25053627	25057073	p22.3
	MTRNR2L4	16	3370979	3372740	p13.3
		4	104886118	104886955	q24
		6	24797373	24809798	p22.3
		4	104996900	104997052	q24
	CXXC4-AS1	4	104490965	104697592	q24
	C16orf90	16	3493484	3495480	p13.3
	MTCO2P33	6	24947880	24948344	p22.3
211583_x_at	NCR3	6	31588895	31592985	p21.33
210763_x_at	NCR3	6	31588895	31592985	p21.33
211010_s_at	NCR3	6	31588895	31592985	p21.33
		6	34576258	34576656	p21.31
213842_x_at	NSUN5	7	73302517	73308867	q11.23
203802_x_at	NSUN5	7	73302517	73308867	q11.23
213773_x_at	NSUN5	7	73302517	73308867	q11.23
214100_x_at	NSUN5	7	73302517	73308867	q11.23
	NSUN5	7	73302517	73308867	q11.23
		4	104653874	104966793	q24
		4	104907357	105120000	q24
	EIF1AX-AS1	X	20139968	20140444	p22.12
244409_at		16	1437154	1439315	p13.3
201018_at	EIF1AX	X	20124518	20141844	p22.12
201019_s_at	EIF1AX	X	20124518	20141844	p22.12
201017_at	EIF1AX	X	20124518	20141844	p22.12
201016_at	EIF1AX	X	20124518	20141844	p22.12
	EIF1AX	X	20124518	20141844	p22.12
		15	56887107	56888219	q21.3
	CCDC154	16	1434383	1444556	p13.3
		4	104556960	104568877	q24
	MTCO1P28	16	3367719	3369246	p13.3
		CHR_HSCHR4_2_CTG12	186971648	187014215	
		4	105102891	105104004	q24
1568951_at	ZNF280D	15	56630181	56734086	q21.3
	ZNF280D	15	56630181	56734086	q21.3
239107_at	ZNF280D	15	56630181	56734086	q21.3
221213_s_at	ZNF280D	15	56630181	56734086	q21.3
210291_s_at	ZNF174	16	3401235	3409370	p13.3
210290_at	ZNF174	16	3401235	3409370	p13.3
205252_at	ZNF174	16	3401235	3409370	p13.3
229774_at	CXXC4	4	104468312	104494901	q24
220277_at	CXXC4	4	104468312	104494901	q24
	CXXC4	4	104468312	104494901	q24
		CHR_HSCHR4_3_CTG12	189703881	189704490	
		6	34686602	34687106	p21.31
229444_at		6	34696317	34697470	p21.31
		CHR_HSCHR4_3_CTG12	189884988	189888341	
	FRG1-DT	CHR_HSCHR4_3_CTG12	189780336	189899116	
205457_at	C6orf106	6	34587288	34696859	p21.31
217924_at	C6orf106	6	34587288	34696859	p21.31
217925_s_at	C6orf106	6	34587288	34696859	p21.31
	HSPE1P18	11	118208932	118209211	q23.3
228094_at	JAML	11	118193740	118225094	q23.3
	JAML	11	118193740	118225094	q23.3
	MLF2	12	6747996	6767475	p13.31
200948_at	MLF2	12	6747996	6767475	p13.31
216484_x_at	HDGF	1	156742107	156766925	q23.1
200896_x_at	HDGF	1	156742107	156766925	q23.1
	HDGF	1	156742107	156766925	q23.1
		16	27643199	27644663	p12.1
1553079_at	TRIM40	CHR_HSCHR6_MHC_SSTO_CTG1	30126512	30139132	
	TRIM40	CHR_HSCHR6_MHC_SSTO_CTG1	30126512	30139132	
	SLC39A7	CHR_HSCHR6_MHC_COX_CTG1	33122069	33126063	
202667_s_at	SLC39A7	CHR_HSCHR6_MHC_COX_CTG1	33122069	33126063	
33132_at	CPSF1	8	144393229	144409349	q24.3
201639_s_at	CPSF1	8	144393229	144409349	q24.3
201638_s_at	CPSF1	8	144393229	144409349	q24.3
	CPSF1	8	144393229	144409349	q24.3
	OR10AK1P	11	55957216	55957630	q12.1
	OR10AG1	11	55965755	55969945	q12.1
	HMGN2P35	10	96915633	96915902	q24.1
1554973_a_at	ZBTB26	9	122915566	122931500	q33.2
227162_at	ZBTB26	9	122915566	122931500	q33.2
200006_at	PARK7	1	7954291	7985505	p36.23
	PARK7	1	7954291	7985505	p36.23
	C1QL3	10	16513743	16522005	p13
		16	3458071	3515564	p13.3
		16	3365099	3479550	p13.3
210291_s_at		16	3365099	3479550	p13.3
		19	17051994	17055087	p13.11
		14	22929609	22955562	q11.2
216588_at	RPL7P25	6	34616538	34617258	p21.31
226308_at	HAUS8	19	17049729	17075625	p13.11
	HAUS8	19	17049729	17075625	p13.11
236117_at	ZNF597	16	3432422	3443542	p13.3
230542_at	ZNF597	16	3432422	3443542	p13.3
218967_s_at	PTER	10	16436943	16513745	p13
222798_at	PTER	10	16436943	16513745	p13
	PTER	10	16436943	16513745	p13
218383_at		14	22946270	22982258	q11.2
1553764_a_at	AJUBA	14	22971174	22982642	q11.2
225806_at	AJUBA	14	22971174	22982642	q11.2
225807_at	AJUBA	14	22971174	22982642	q11.2
	AJUBA	14	22971174	22982642	q11.2
243446_at	AJUBA	14	22971174	22982642	q11.2
216977_x_at	SNRPA1	15	101281510	101295282	q26.3
215722_s_at	SNRPA1	15	101281510	101295282	q26.3
206055_s_at	SNRPA1	15	101281510	101295282	q26.3
	SNRPA1	15	101281510	101295282	q26.3
231154_x_at	TINAG	6	54307859	54390152	p12.1
223782_s_at	TINAG	6	54307859	54390152	p12.1
	MTND1P8	16	3369957	3370906	p13.3
		16	3542739	3545785	p13.3
		5	24352309	24353443	p14.2
		6	14004920	14006901	p23
		9	63330326	63343660	q13
204440_at	CD83	6	14117256	14136918	p23
206955_at	AQP7P1	9	63317067	63333091	q13
220647_s_at	COA4	11	73872667	73876988	q13.4
	COA4	11	73872667	73876988	q13.4
		19	50968210	51012129	q13.41
1560954_at	LINC01917	18	53579623	53581059	q21.2
233687_s_at	KLK9	19	51003111	51009634	q13.41
	KLK9	19	51003111	51009634	q13.41
	LINC01919	18	53568447	53597851	q21.2
211581_x_at	LST1	6	31586124	31588909	p21.33
215633_x_at	LST1	6	31586124	31588909	p21.33
211582_x_at	LST1	6	31586124	31588909	p21.33
214181_x_at	LST1	6	31586124	31588909	p21.33
214574_x_at	LST1	6	31586124	31588909	p21.33
210629_x_at	LST1	6	31586124	31588909	p21.33
	LST1	6	31586124	31588909	p21.33
214840_at	TOM1L2	17	17843511	17972422	p11.2
237109_at	TOM1L2	17	17843511	17972422	p11.2
226198_at	TOM1L2	17	17843511	17972422	p11.2
	TOM1L2	17	17843511	17972422	p11.2
	BMS1P10	9	63372803	63380011	q13
1556619_at	SHISA9	16	12901620	13240413	p13.12
229978_at	SHISA9	16	12901620	13240413	p13.12
	SHISA9	16	12901620	13240413	p13.12
	KIR2DL3	CHR_HSCHR19KIR_G248_A_HAP_CTG3_1	54738461	54752744	
219276_x_at	CAAP1	9	26840685	26892804	p21.2
231995_at	CAAP1	9	26840685	26892804	p21.2
	CAAP1	9	26840685	26892804	p21.2
222242_s_at	KLK5	19	50943303	50953093	q13.41
	NUP58	13	25301524	25349800	q12.13
223984_s_at	NUP58	13	25301524	25349800	q12.13
225047_at	NUP58	13	25301524	25349800	q12.13
241425_at	NUP58	13	25301524	25349800	q12.13
204435_at	NUP58	13	25301524	25349800	q12.13
1556248_at	EIF1B-AS1	3	40173145	40309698	p22.1
1556249_a_at	EIF1B-AS1	3	40173145	40309698	p22.1
	EIF1B-AS1	3	40173145	40309698	p22.1
1557212_at	EIF1B-AS1	3	40173145	40309698	p22.1
	LYPD6B	2	149038107	149215262	q23.2
228360_at	LYPD6B	2	149038107	149215262	q23.2
		19	46728603	46732700	q13.32
201738_at	EIF1B	3	40309684	40312424	p22.1
	STRN4	19	46719507	46746994	q13.32
217903_at	STRN4	19	46719507	46746994	q13.32
212777_at	SOS1	2	38981396	39124345	p22.1
227426_at	SOS1	2	38981396	39124345	p22.1
212780_at	SOS1	2	38981396	39124345	p22.1
	SOS1	2	38981396	39124345	p22.1
		16	13197606	13204907	p13.12
		6	54365335	54369971	p12.1
218893_at	ISOC2	19	55452985	55462343	q13.42
	ISOC2	19	55452985	55462343	q13.42
		16	689001	692554	p13.3
227641_at	FBXL16	16	692498	705829	p13.3
232409_x_at	FBXL16	16	692498	705829	p13.3
203168_at	ATF6B	CHR_HSCHR6_MHC_COX_CTG1	32063716	32076703	
1554487_a_at	ATF6B	CHR_HSCHR6_MHC_COX_CTG1	32063716	32076703	
211611_s_at	ATF6B	CHR_HSCHR6_MHC_COX_CTG1	32063716	32076703	
216208_s_at	ATF6B	CHR_HSCHR6_MHC_COX_CTG1	32063716	32076703	
	ATF6B	CHR_HSCHR6_MHC_COX_CTG1	32063716	32076703	
		CHR_HSCHR1_4_CTG31	144660404	144669313	
		16	46973989	46978983	q11.2
		12	52837403	52837739	q13.13
235686_at	TYW5	2	199929975	199955736	q33.1
235181_at	TYW5	2	199929975	199955736	q33.1
	TYW5	2	199929975	199955736	q33.1
		22	43092167	43092524	q13.2
		9	26880178	26880549	p21.2
		16	47013957	47014365	q12.1
	OR2T4	CHR_HSCHR1_ALT2_1_CTG32_1	248361581	248362627	
		16	47004513	47035385	q12.1
		22	18951934	18959512	q11.21
	OR2T6	CHR_HSCHR1_ALT2_1_CTG32_1	248387949	248388875	
1553022_at	ZIM3	19	57134096	57145202	q13.43
1553212_at	KRT78	12	52837804	52849092	q13.13
1553213_a_at	KRT78	12	52837804	52849092	q13.13
	KRT78	12	52837804	52849092	q13.13
226021_at	RDH10	8	73294612	73325281	q21.11
227467_at	RDH10	8	73294612	73325281	q21.11
1552378_s_at	RDH10	8	73294612	73325281	q21.11
	RDH10	8	73294612	73325281	q21.11
219269_at	HMBOX1	8	28890394	29064764	p21.1
	HMBOX1	8	28890394	29064764	p21.1
225504_at	HMBOX1	8	28890394	29064764	p21.1
215003_at	DGCR9	22	19017834	19020248	q11.21
222774_s_at	NETO2	16	47077703	47143997	q12.1
